id_x,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,id_y,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,free_cash_flow,fcf_conversion_rate,capex_intensity,cfo_pat_ratio,cfo_pat_avg_5yr,cfo_quality,cfo_sign,cfi_sign,cff_sign,pattern,capital_allocation
1020,SHRIRAMFIN,Mar 2019,-5535.0,-76.0,5550.0,-62,1101,15536,4171,3801.0,24,20,7564,43,3778,32,2576,20,11,-5611.0,-147.61904761904762,0.48918640576725025,-2.1486801242236027,-4.683873132737375,Accrual Risk,-,-,+,--+,Growth Funded by Debt
1021,SHRIRAMFIN,Mar 2020,-2464.0,-55.0,4579.0,2060,1102,16561,4683,3565.0,22,14,8313,141,3439,27,2512,20,5,-2519.0,-70.65918653576438,0.3321055491818127,-0.9808917197452229,-3.010207118709766,Accrual Risk,-,-,+,--+,Growth Funded by Debt
1022,SHRIRAMFIN,Mar 2021,-4239.0,-25.0,12226.0,7962,1103,17422,4932,3402.0,20,14,9089,137,3278,24,2499,18,18,-4264.0,-125.33803644914757,0.14349672827459534,-1.6962785114045618,-2.4192263345041916,Accrual Risk,-,-,+,--+,Growth Funded by Debt
1023,SHRIRAMFIN,Mar 2022,-8859.0,-34.0,8505.0,-388,1104,19255,5816,3666.0,19,18,9773,135,3549,24,2721,20,20,-8893.0,-242.58046917621385,0.1765775123344586,-3.2557883131201764,-2.647477204079254,Accrual Risk,-,-,+,--+,Growth Funded by Debt
1024,SHRIRAMFIN,Mar 2023,-17625.0,5076.0,11820.0,-730,1105,30492,8706,8799.0,29,16,12987,601,8214,27,6020,32,22,-12549.0,-142.618479372656,16.646989374262102,-2.9277408637873754,-2.2018759064561877,Accrual Risk,-,+,+,-++,Distress Signal
1025,SHRIRAMFIN,Mar 2024,-31101.0,-258.0,27609.0,-3750,1106,36388,10278,10523.0,29,25,15588,588,9960,26,7399,39,23,-31359.0,-298.0043713769838,0.7090249532813014,-4.203405865657522,-2.6128210547429718,Accrual Risk,-,-,+,--+,Growth Funded by Debt
1026,SIEMENS,Sep 2011,3.0,264.0,-196.0,70,1108,11955,10784,1171.0,10,299,26,154,1290,33,868,,24,267.0,22.801024765157983,2.208281053952321,0.0034562211981566822,0.0034562211981566822,Accrual Risk,+,+,-,++-,Liquidating Assets
1027,SIEMENS,Sep 2014,608.0,130.0,-220.0,517,1109,10678,10559,119.0,1,985,31,229,844,28,603,17,35,738.0,620.1680672268908,1.2174564525191984,1.0082918739635158,0.5058740475808362,Moderate,+,+,-,++-,Liquidating Assets
1028,SIEMENS,Sep 2015,574.0,646.0,-245.0,975,1110,10563,9565,998.0,9,943,30,224,1688,30,1174,33,30,1220.0,122.2444889779559,6.115686831392597,0.4889267461669506,0.500224947109541,Moderate,+,+,-,++-,Liquidating Assets
1029,SIEMENS,Sep 2016,513.0,237.0,-1614.0,-864,1111,10837,9815,1021.0,9,3156,11,228,3938,26,2914,82,41,750.0,73.45739471106758,2.1869521085171173,0.17604667124227866,0.4191803781427254,Accrual Risk,+,+,-,++-,Liquidating Assets
1030,SIEMENS,Sep 2017,573.0,1321.0,-285.0,1610,1112,11065,10008,1056.0,10,818,8,198,1669,32,1137,32,22,1894.0,179.3560606060606,11.938544961590601,0.503957783641161,0.4361358592424125,Accrual Risk,+,+,-,++-,Liquidating Assets
1031,SIEMENS,Sep 2018,100.0,-174.0,-305.0,-379,1113,12795,11468,1327.0,10,280,8,198,1402,36,901,25,28,-74.0,-5.5764883195177095,1.3599062133645956,0.11098779134295228,0.45764217327137163,Accrual Risk,+,-,-,+--,Reinvestor
1032,SIEMENS,Sep 2019,1273.0,-1135.0,-312.0,-174,1114,13084,11594,1490.0,11,398,12,199,1678,34,1099,31,23,138.0,9.261744966442953,8.674717211861815,1.1583257506824385,0.4876489486151562,Accrual Risk,+,-,-,+--,Reinvestor
1033,SIEMENS,Sep 2020,720.0,871.0,-386.0,1205,1115,9946,8944,1003.0,10,315,30,252,1036,26,769,22,32,1591.0,158.62412761714856,8.757289362557811,0.9362808842652796,0.577119776234822,Moderate,+,+,-,++-,Liquidating Assets
1034,SIEMENS,Sep 2021,1422.0,-2389.0,-502.0,-1469,1116,13198,11746,1452.0,11,321,24,297,1452,25,1089,31,26,-967.0,-66.59779614325069,18.101227458705864,1.3057851239669422,0.8030674667797548,Moderate,+,-,-,+--,Reinvestor
1035,SIEMENS,Sep 2022,978.0,-34.0,-392.0,552,1117,16138,14278,1860.0,12,487,36,317,1993,23,1543,43,23,944.0,50.752688172043015,0.21068286032965672,0.6338302009073234,0.8290419502329872,Moderate,+,-,-,+--,Reinvestor
1036,SIEMENS,Sep 2023,1400.0,-759.0,-450.0,191,1118,19554,17067,2487.0,13,496,23,321,2640,26,1962,55,18,641.0,25.7740249296341,3.8815587603559374,0.7135575942915392,0.9495559108227047,Moderate,+,-,-,+--,Reinvestor
1037,SIEMENS,Sep 2024,1670.0,-502.0,-523.0,644,1119,22240,19136,3104.0,14,925,60,330,3639,25,2718,76,16,1168.0,37.628865979381445,2.2571942446043165,0.6144223693892568,0.8407752345640682,Moderate,+,-,-,+--,Reinvestor
1038,SUNPHARMA,Mar 2013,3357.0,-2375.0,-665.0,316,1120,11131,6346,4784.0,43,-90,43,336,4315,20,3469,14,9,982.0,20.52675585284281,21.336807115263678,0.9677140386278467,0.9677140386278467,Moderate,+,-,-,+--,Reinvestor
1039,SUNPHARMA,Mar 2014,3959.0,-2176.0,507.0,2290,1121,16080,9078,7003.0,44,-1968,44,409,4581,15,3879,15,10,1783.0,25.46051692131944,13.532338308457712,1.0206238721319927,0.9941689553799197,Moderate,+,-,+,+-+,Mixed
1040,SUNPHARMA,Mar 2015,5616.0,-1502.0,-1187.0,2927,1122,27392,19498,7894.0,29,283,579,1195,6403,14,5476,22,14,4114.0,52.115530782873066,5.483352803738318,1.0255661066471877,1.004634672469009,High Quality,+,-,-,+--,Reinvestor
1041,SUNPHARMA,Mar 2016,6686.0,-3949.0,-1889.0,848,1123,28487,20313,8174.0,29,-42,523,1038,6571,14,5658,19,5,2737.0,33.48421825299731,13.862463579878542,1.1816896429833863,1.0488984150976033,High Quality,+,-,-,+--,Reinvestor
1042,SUNPHARMA,Mar 2017,7082.0,-4186.0,-2285.0,611,1124,31578,21476,10102.0,32,610,400,1265,9048,13,7846,29,12,2896.0,28.66759057612354,13.256064348597125,0.9026255416772878,1.0196438404135404,High Quality,+,-,-,+--,Reinvestor
1043,SUNPHARMA,Mar 2018,3907.0,-3104.0,-1539.0,-736,1125,26489,20858,5631.0,21,-135,518,1500,3479,26,2542,9,23,803.0,14.260344521399396,11.718071652384008,1.536978756884343,1.1334967840648396,High Quality,+,-,-,+--,Reinvestor
1044,SUNPHARMA,Mar 2019,2196.0,-310.0,-2731.0,-844,1126,29066,22689,6377.0,22,-258,555,1753,3810,16,3208,11,25,1886.0,29.575035283048457,1.0665382233537466,0.6845386533665836,1.0662797403117577,High Quality,+,-,-,+--,Reinvestor
1045,SUNPHARMA,Mar 2020,6555.0,-2225.0,-5715.0,-1386,1127,32838,25855,6983.0,21,382,303,2053,5010,16,4172,16,25,4330.0,62.007733066017465,6.775686704427796,1.571188878235858,1.1754042946294918,High Quality,+,-,-,+--,Reinvestor
1046,SUNPHARMA,Mar 2021,6170.0,407.0,-5980.0,596,1128,33498,25028,8470.0,25,-3449,141,2080,2799,18,2272,12,62,6577.0,77.65053128689492,1.2149979103230044,2.715669014084507,1.482200168849716,High Quality,+,+,-,++-,Liquidating Assets
1047,SUNPHARMA,Mar 2022,8985.0,-5556.0,-5193.0,-1765,1129,38654,28397,10258.0,27,-3505,127,2144,4481,24,3389,14,73,3429.0,33.42756872684734,14.37367413463031,2.6512245500147538,1.831919970517209,High Quality,+,-,-,+--,Reinvestor
1048,SUNPHARMA,Mar 2023,4959.0,-7220.0,2376.0,115,1130,43886,32235,11650.0,27,459,172,2529,9408,9,8513,35,33,-2261.0,-19.40772532188841,16.451715809141866,0.5825208504639963,1.6410283892331397,High Quality,+,-,+,+-+,Mixed
1049,SUNPHARMA,Mar 2024,12135.0,-763.0,-6710.0,4662,1131,48497,35479,13018.0,28,865,238,2557,11088,13,9610,40,34,11372.0,87.35596865878014,1.5732931933934058,1.2627471383975026,1.7566700862393236,High Quality,+,-,-,+--,Reinvestor
1050,TATACONSUM,Mar 2013,173.0,24.0,186.0,383,1133,7351,6581,770.0,10,56,84,105,637,26,445,6,36,197.0,25.58441558441558,0.32648619235478166,0.3887640449438202,0.3887640449438202,Accrual Risk,+,+,+,+++,Cash Accumulator
1051,TATACONSUM,Mar 2014,422.0,-1.0,-363.0,57,1134,7738,6986,752.0,10,170,87,129,707,26,510,7,29,421.0,55.98404255319149,0.012923235978288964,0.8274509803921568,0.6081075126679885,Moderate,+,-,-,+--,Reinvestor
1052,TATACONSUM,Mar 2015,418.0,-207.0,-392.0,-182,1135,7993,7201,792.0,10,-77,82,133,500,43,273,4,6,211.0,26.641414141414145,2.5897660452896285,1.531135531135531,0.915783518823836,Moderate,+,-,-,+--,Reinvestor
1053,TATACONSUM,Mar 2016,116.0,145.0,-282.0,-21,1136,6637,6271,366.0,6,38,117,117,170,99,-37,0,-999,261.0,71.31147540983606,2.184722012957662,-3.135135135135135,-0.09694614466590679,Accrual Risk,+,+,-,++-,Liquidating Assets
1054,TATACONSUM,Mar 2017,741.0,145.0,-816.0,70,1137,6780,5988,791.0,12,88,43,126,662,30,455,6,38,886.0,112.01011378002528,2.1386430678466075,1.6285714285714286,0.2481573699815603,Accrual Risk,+,+,-,++-,Liquidating Assets
1055,TATACONSUM,Mar 2018,356.0,-31.0,-30.0,294,1138,6815,5976,839.0,12,73,52,116,753,25,556,8,30,325.0,38.73659117997616,0.4548789435069699,0.6402877697841727,0.29846211494963076,Accrual Risk,+,-,-,+--,Reinvestor
1056,TATACONSUM,Mar 2019,210.0,53.0,-224.0,39,1139,7252,6466,786.0,11,124,78,123,735,36,457,6,39,263.0,33.460559796437664,0.7308328736900165,0.45951859956236324,0.22487563878367206,Accrual Risk,+,+,-,++-,Liquidating Assets
1057,TATACONSUM,Mar 2020,1082.0,-622.0,-308.0,152,1140,9637,8345,1292.0,13,-163,69,242,809,34,460,5,54,460.0,35.60371517027864,6.454290754384144,2.3521739130434782,0.3890833151652615,Accrual Risk,+,-,-,+--,Reinvestor
1058,TATACONSUM,Mar 2021,1656.0,-346.0,-426.0,884,1141,11602,10058,1544.0,13,91,73,255,1311,24,930,9,44,1310.0,84.84455958549223,2.9822444406136874,1.7806451612903227,1.3722393744503532,High Quality,+,-,-,+--,Reinvestor
1059,TATACONSUM,Mar 2022,1516.0,-1317.0,-995.0,-796,1142,12425,10707,1719.0,14,88,87,278,1456,26,1015,10,60,199.0,11.57649796393252,10.599597585513077,1.4935960591133004,1.3452443005587276,High Quality,+,-,-,+--,Reinvestor
1060,TATACONSUM,Mar 2023,1461.0,-834.0,-714.0,-87,1143,13783,11927,1856.0,13,328,130,304,1794,25,1320,12,65,627.0,33.7823275862069,6.050932307915549,1.106818181818182,1.4385503829655293,High Quality,+,-,-,+--,Reinvestor
1061,TATACONSUM,Mar 2024,1937.0,-1911.0,256.0,281,1144,15206,12922,2284.0,15,-81,87,377,1696,23,1215,12,64,26.0,1.138353765323993,12.567407602262264,1.594238683127572,1.6654943996785712,High Quality,+,-,+,+-+,Mixed
1062,TATAMOTORS,Mar 2013,22163.0,-22969.0,-1692.0,-2499,1146,188793,164197,24596.0,13,213,3560,7601,13647,28,9976,35,6,-806.0,-3.276955602536998,12.166234976932408,2.2216319165998395,2.2216319165998395,High Quality,+,-,-,+--,Reinvestor
1063,TATAMOTORS,Mar 2014,36151.0,-27991.0,-3883.0,4277,1147,232834,197980,34853.0,15,-157,4749,11078,18869,25,14050,48,5,8160.0,23.41261871287981,12.02186965821143,2.5730249110320287,2.3973284138159343,High Quality,+,-,-,+--,Reinvestor
1064,TATAMOTORS,Mar 2015,35531.0,-36232.0,5201.0,4500,1148,263159,223920,39239.0,15,714,4861,13389,21703,35,14073,48,0,-701.0,-1.7864879329238768,13.76810217397087,2.524763731969019,2.4398068532002957,High Quality,+,-,+,+-+,Mixed
1065,TATAMOTORS,Mar 2016,37900.0,-36694.0,-3795.0,-2589,1149,273046,234650,38395.0,14,-2670,4889,16711,14126,21,11678,40,1,1206.0,3.1410339888006256,13.438761234370766,3.2454187360849462,2.641209823921458,High Quality,+,-,-,+--,Reinvestor
1066,TATAMOTORS,Mar 2017,30199.0,-39571.0,6205.0,-3167,1150,269693,240104,29589.0,11,1869,4238,17905,9315,35,7557,26,0,-9372.0,-31.673932880462335,14.67260922604591,3.9961624983459045,2.9122003588063476,High Quality,+,-,+,+-+,Mixed
1067,TATAMOTORS,Mar 2018,23857.0,-25139.0,2012.0,730,1151,291550,260093,31458.0,11,5933,4682,21554,11155,39,9091,31,0,-1282.0,-4.075274969801004,8.622534728176985,2.6242437575624242,2.9927227269988643,High Quality,+,-,+,+-+,Mixed
1068,TATAMOTORS,Mar 2019,18891.0,-20878.0,8830.0,6843,1152,301938,277274,24664.0,8,-26686,5759,23591,-31371,-8,-28724,-100,0,-1987.0,-8.056276354200454,6.914664600017222,-0.6576730260409414,2.3465831395842707,High Quality,+,-,+,+-+,Mixed
1069,TATAMOTORS,Mar 2020,26633.0,-33115.0,3390.0,-3092,1153,261068,243081,17987.0,7,102,7243,21425,-10580,4,-11975,-39,0,-6482.0,-36.03713793295157,12.684434706666462,-2.2240501043841334,1.3968203723136399,High Quality,+,-,+,+-+,Mixed
1070,TATAMOTORS,Mar 2021,29001.0,-25672.0,9904.0,13232,1154,249795,217507,32287.0,13,-11118,8097,23547,-10474,24,-13395,-41,0,3329.0,10.310651345742869,10.277227326407655,-2.1650615901455765,0.3147243070675355,Accrual Risk,+,-,+,+-+,Mixed
1071,TATAMOTORS,Mar 2022,14283.0,-4444.0,-3380.0,6459,1155,278454,253734,24720.0,9,2424,9312,24836,-7003,60,-11309,-34,0,9839.0,39.801779935275086,1.5959548076163388,-1.262976390485454,-0.7371034706987363,Accrual Risk,+,-,-,+--,Reinvestor
1072,TATAMOTORS,Mar 2023,35388.0,-15417.0,-26243.0,-6272,1156,345967,314151,31816.0,9,6664,10225,24860,3394,21,2690,7,32,19971.0,62.77030424943425,4.45620536062688,13.155390334572491,1.369125844703277,High Quality,+,-,-,+--,Reinvestor
1073,TATAMOTORS,Mar 2024,67915.0,-22782.0,-37006.0,8128,1157,437928,378389,59538.0,14,5673,9986,27270,27955,-14,31807,94,7,45133.0,75.80536800026874,5.2022250232915,2.135221806520577,1.927704811215581,High Quality,+,-,-,+--,Reinvestor
1074,TATAPOWER,Mar 2013,3286.0,-4026.0,-593.0,-1333,1159,33177,27583,5595.0,17,375,2642,2052,1277,92,123,0,-319,-740.0,-13.226094727435209,12.134912740754137,26.715447154471544,26.715447154471544,High Quality,+,-,-,+--,Reinvestor
1075,TATAPOWER,Mar 2014,6483.0,-3609.0,-3265.0,-392,1160,35726,28810,6916.0,19,229,3440,2730,975,99,12,-1,-114,2874.0,41.555812608444185,10.101886581201367,540.25,283.4827235772358,High Quality,+,-,-,+--,Reinvestor
1076,TATAPOWER,Mar 2015,5981.0,-3865.0,-2239.0,-123,1161,33593,27292,6301.0,19,1056,3699,2174,1484,72,457,1,210,2116.0,33.58197111569592,11.50537314321436,13.087527352297593,193.3509915022564,High Quality,+,-,-,+--,Reinvestor
1077,TATAPOWER,Mar 2016,7415.0,-1805.0,-6183.0,-574,1162,29494,27389,2105.0,7,4060,3236,1649,1281,53,786,2,53,5610.0,266.5083135391924,6.11988879094053,9.43384223918575,147.37170418648873,High Quality,+,-,-,+--,Reinvestor
1078,TATAPOWER,Mar 2017,7014.0,-7373.0,937.0,579,1163,27588,22114,5473.0,20,1297,3365,1956,1450,24,1100,3,39,-359.0,-6.559473780376393,26.72538784978976,6.376363636363636,119.1726360764637,High Quality,+,-,+,+-+,Mixed
1079,TATAPOWER,Mar 2018,6364.0,-1512.0,-4726.0,126,1164,26840,24545,2295.0,9,6586,3761,2346,2773,6,2611,9,15,4852.0,211.41612200435728,5.6333830104321905,2.4373803140559174,114.31702270838056,High Quality,+,-,-,+--,Reinvestor
1080,TATAPOWER,Mar 2019,4574.0,-272.0,-5184.0,-883,1165,29881,26811,3070.0,10,7186,4170,2393,3693,29,2606,9,15,4302.0,140.13029315960912,0.9102774338208226,1.7551803530314658,6.618058778986873,High Quality,+,-,-,+--,Reinvestor
1081,TATAPOWER,Mar 2020,7375.0,-493.0,-5110.0,1773,1166,29136,22331,6805.0,23,2280,4494,2634,1958,33,1316,4,41,6882.0,101.13152094048495,1.692064799560681,5.604103343465046,5.1213739772203635,High Quality,+,-,-,+--,Reinvestor
1082,TATAPOWER,Mar 2021,8345.0,993.0,-7603.0,1736,1167,32703,25782,6921.0,21,1775,4010,2745,1941,26,1439,4,44,9338.0,134.92269903193178,3.0364186771855795,5.799166087560806,4.394438746895375,High Quality,+,+,-,++-,Liquidating Assets
1083,TATAPOWER,Mar 2022,6693.0,-6250.0,-1183.0,-741,1168,42816,35785,7031.0,16,2486,3859,3122,2535,15,2156,5,32,443.0,6.300668468212203,14.59734678624813,3.104359925788497,3.7400380047803465,High Quality,+,-,-,+--,Reinvestor
1084,TATAPOWER,Mar 2023,7166.0,-7263.0,1341.0,1243,1169,55109,47381,7728.0,14,5540,4372,3439,5457,30,3810,10,19,-97.0,-1.255175983436853,13.179335498738862,1.8808398950131233,3.628729920971788,High Quality,+,-,+,+-+,Mixed
1085,TATAPOWER,Mar 2024,12596.0,-9027.0,-4497.0,-928,1170,61449,50714,10735.0,17,3416,4633,3786,5732,25,4280,12,17,3569.0,33.24639031206335,14.69023092320461,2.9429906542056075,3.8662919812066163,High Quality,+,-,-,+--,Reinvestor
1086,TATASTEEL,Mar 2013,14035.0,-13099.0,-1780.0,-844,1172,134712,130746,3965.0,3,1445,3968,5575,-4133,78,-7272,-6,-11,936.0,23.60655737704918,9.723706870954333,-1.930005500550055,-1.930005500550055,Accrual Risk,+,-,-,+--,Reinvestor
1087,TATASTEEL,Mar 2014,13146.0,-15378.0,1015.0,-1218,1173,148614,132430,16184.0,11,716,4337,5841,6722,45,3665,3,27,-2232.0,-13.791398912506178,10.34761193427268,3.5869031377899043,0.8284488186199247,Moderate,+,-,+,+-+,Mixed
1088,TATASTEEL,Mar 2015,11880.0,-9021.0,-2617.0,241,1174,139504,136095,3409.0,2,5994,4848,5944,-1388,99,-3939,-3,-20,2859.0,83.86623643297155,6.466481247849525,-3.015993907083016,-0.45303208994772226,Accrual Risk,+,-,-,+--,Reinvestor
1089,TATASTEEL,Mar 2016,11455.0,-8794.0,-4729.0,-2068,1175,101965,102590,-625.0,-1,10346,4221,5306,193,99,-497,0,-203,2661.0,-425.76,8.624528024322071,-23.048289738430583,-6.101846502068438,Accrual Risk,+,-,-,+--,Reinvestor
1090,TATASTEEL,Mar 2017,10824.0,-9490.0,-2579.0,-1245,1176,112299,99156,13144.0,12,-3789,5072,5673,-1391,99,-4169,-4,-23,1334.0,10.149117468046256,8.45065405747157,-2.5963060686015833,-5.400738415375066,Accrual Risk,+,-,-,+--,Reinvestor
1091,TATASTEEL,Mar 2018,8023.0,-11730.0,6640.0,2933,1177,123249,101816,21433.0,17,10898,5455,5742,21135,16,17743,12,9,-3707.0,-17.29575887649886,9.517318598933866,0.4521783238460238,-4.924301650495851,Accrual Risk,+,-,+,+-+,Mixed
1092,TATASTEEL,Mar 2019,25336.0,-29176.0,-673.0,-4513,1178,157669,128351,29318.0,19,1524,7660,7342,15841,42,9122,9,15,-3840.0,-13.097755644996248,18.504588727016724,2.777461083095812,-5.086190061434669,Accrual Risk,+,-,-,+--,Reinvestor
1093,TATASTEEL,Mar 2020,20169.0,-14012.0,-1695.0,4462,1179,139817,122354,17463.0,12,-2884,7533,8441,-1395,-99,1174,1,74,6157.0,35.25740136288152,10.021671184476851,17.179727427597957,-1.0470457944984743,Accrual Risk,+,-,-,+--,Reinvestor
1094,TATASTEEL,Mar 2021,44327.0,-9437.0,-37090.0,-2200,1180,156294,125790,30504.0,20,180,7607,9234,13844,41,8190,6,40,34890.0,114.37844217151849,6.037979704915096,5.412332112332113,4.645078575654065,High Quality,+,-,-,+--,Reinvestor
1095,TATASTEEL,Mar 2022,44381.0,-10905.0,-23401.0,10075,1181,243959,180469,63490.0,26,1300,5462,9101,50227,17,41749,33,16,33476.0,52.72641360844228,4.470013403891637,1.063043426189849,5.376948474612351,High Quality,+,-,-,+--,Reinvestor
1096,TATASTEEL,Mar 2023,21683.0,-18179.0,-6981.0,-3477,1182,243353,211053,32300.0,13,1569,6299,9335,18235,56,8075,7,50,3504.0,10.84829721362229,7.470218160450045,2.6852012383900927,5.823553057521165,High Quality,+,-,-,+--,Reinvestor
1097,TATASTEEL,Mar 2024,20301.0,-14253.0,-11097.0,-5049,1183,229171,206923,22248.0,10,-6005,7508,9882,-1147,99,-4910,-4,-101,6048.0,27.184466019417474,6.219373306395661,-4.134623217922607,4.441136197317481,High Quality,+,-,-,+--,Reinvestor
1098,TCS,Mar 2013,11615.0,-6038.0,-5729.0,-152,1185,62989,44950,18040.0,29,1178,48,1080,18090,22,14076,36,31,5577.0,30.914634146341463,9.585800695359508,0.8251633986928104,0.8251633986928104,Moderate,+,-,-,+--,Reinvestor
1099,TCS,Mar 2014,14751.0,-9452.0,-5673.0,-374,1186,81809,56657,25153.0,31,1637,39,1349,25402,24,19332,49,33,5299.0,21.06706953444917,11.553741030937918,0.7630353817504656,0.794099390221638,Moderate,+,-,-,+--,Reinvestor
1100,TCS,Mar 2015,19369.0,-1807.0,-17168.0,394,1187,94648,70167,24482.0,26,3720,104,1799,26298,24,20060,51,78,17562.0,71.73433543011191,1.9091792747865777,0.9655533399800598,0.8512507068077785,Moderate,+,-,-,+--,Reinvestor
1101,TCS,Mar 2016,19109.0,-5010.0,-9666.0,4433,1188,108646,77969,30677.0,28,3084,33,1888,31840,24,24338,62,35,14099.0,45.95951364214232,4.6113064447839776,0.785150792998603,0.8347257283554848,Moderate,+,-,-,+--,Reinvestor
1102,TCS,Mar 2017,25223.0,-16895.0,-11026.0,-2698,1189,117966,85655,32311.0,27,4221,32,1987,34513,24,26357,67,35,8328.0,25.77450403887221,14.321923266025804,0.9569753765603065,0.8591756579964491,Moderate,+,-,-,+--,Reinvestor
1103,TCS,Mar 2018,25067.0,3104.0,-26885.0,1286,1190,123104,90588,32516.0,26,3642,52,2014,34092,24,25880,67,37,28171.0,86.63734776725305,2.5214452820379516,0.9685857805255024,0.8878601343629875,Moderate,+,+,-,++-,Liquidating Assets
1104,TCS,Mar 2019,28593.0,1645.0,-27897.0,2341,1191,146463,106957,39506.0,27,4311,198,2056,41563,24,31562,84,36,30238.0,76.54027236369159,1.1231505567959144,0.9059311830682466,0.9164392946265437,Moderate,+,+,-,++-,Liquidating Assets
1105,TCS,Mar 2020,32369.0,8968.0,-39915.0,1422,1192,156949,114840,42109.0,27,4592,924,3529,42248,23,32447,86,85,41337.0,98.1666627086846,5.713958037324226,0.9975960797608407,0.9228478425826998,Moderate,+,+,-,++-,Liquidating Assets
1106,TCS,Mar 2021,38802.0,-7956.0,-32634.0,-1788,1193,164177,117631,46546.0,28,1916,637,4065,43760,26,32562,88,43,30846.0,66.26992652429854,4.845989389500356,1.191634420490142,1.0041445680810077,High Quality,+,-,-,+--,Reinvestor
1107,TCS,Mar 2022,39949.0,-738.0,-33581.0,5630,1194,191754,138697,53057.0,28,4018,784,4604,51687,26,38449,105,41,39211.0,73.90353770473264,0.38486811226884443,1.0390127181461157,1.0205520363981695,High Quality,+,-,-,+--,Reinvestor
1108,TCS,Mar 2023,41965.0,548.0,-47878.0,-5365,1195,225458,166199,59259.0,26,3449,779,5022,56907,26,42303,115,100,42513.0,71.74100136688098,0.24306079181044804,0.9920100229298159,1.0252368848790323,High Quality,+,+,-,++-,Liquidating Assets
1109,TCS,Mar 2024,44338.0,6091.0,-48536.0,1893,1196,240893,176597,64296.0,27,3464,778,4985,61997,26,46099,127,58,50429.0,78.43256190120692,2.528508507926756,0.9617996051975097,1.0364105693048846,High Quality,+,+,-,++-,Liquidating Assets
1110,TECHM,Mar 2013,855.0,-622.0,65.0,298,1198,6873,5451,1422.0,21,-141,103,200,978,24,1307,25,5,233.0,16.38537271448664,9.049905427033318,0.6541698546289212,0.6541698546289212,Moderate,+,-,+,+-+,Mixed
1111,TECHM,Mar 2014,1596.0,291.0,-972.0,915,1199,18802,14630,4172.0,22,244,80,522,3815,20,3062,32,15,1887.0,45.2301054650048,1.5477076906712053,0.5212279555845852,0.5876989051067532,Moderate,+,+,-,++-,Liquidating Assets
1112,TECHM,Mar 2015,2448.0,-1865.0,-829.0,-246,1200,22621,18428,4193.0,19,106,69,611,3618,27,2659,27,22,583.0,13.904125924159313,8.24455152292118,0.9206468597216999,0.6986815566450688,Moderate,+,-,-,+--,Reinvestor
1113,TECHM,Mar 2016,3137.0,-1453.0,-496.0,1188,1201,26494,22234,4260.0,16,453,97,759,3857,22,3027,31,35,1684.0,39.53051643192488,5.484260587302785,1.0363396101750908,0.7830960700275743,Moderate,+,-,-,+--,Reinvestor
1114,TECHM,Mar 2017,4071.0,-2893.0,-1571.0,-392,1202,29141,24956,4184.0,14,775,129,978,3853,26,2851,29,28,1178.0,28.15487571701721,9.927593425071207,1.4279200280603297,0.9120608616341255,Moderate,+,-,-,+--,Reinvestor
1115,TECHM,Mar 2018,3554.0,-3319.0,-269.0,-35,1203,30773,26063,4710.0,15,1417,162,1085,4879,22,3786,39,33,235.0,4.989384288747346,10.785428784973842,0.9387216059165346,0.9689712118916483,Moderate,+,-,-,+--,Reinvestor
1116,TECHM,Mar 2019,4432.0,-2104.0,-2251.0,77,1204,34742,28471,6271.0,18,534,133,1129,5543,23,4289,44,29,2328.0,37.12326582682188,6.056070462264694,1.0333411051527162,1.0713938418052744,High Quality,+,-,-,+--,Reinvestor
1117,TECHM,Mar 2020,4358.0,1081.0,-4466.0,974,1205,36868,31365,5503.0,15,1192,192,1446,5058,23,3897,42,32,5439.0,98.83699800109031,2.9320820223500053,1.1182961252245316,1.1109236949058405,High Quality,+,+,-,++-,Liquidating Assets
1118,TECHM,Mar 2021,8094.0,-5433.0,-2987.0,-326,1206,37855,31059,6796.0,18,788,174,1458,5953,27,4353,46,89,2661.0,39.15538552089464,14.352133139611675,1.859407305306685,1.2755372339321596,High Quality,+,-,-,+--,Reinvestor
1119,TECHM,Mar 2022,5285.0,480.0,-4667.0,1098,1207,44646,36626,8020.0,18,1115,163,1520,7452,24,5630,57,47,5765.0,71.88279301745636,1.075124311248488,0.9387211367673179,1.177697455673557,High Quality,+,+,-,++-,Liquidating Assets
1120,TECHM,Mar 2023,5572.0,-226.0,-5078.0,267,1208,53290,45527,7763.0,15,965,326,1957,6446,25,4857,50,91,5346.0,68.8651294602602,0.4240945768436855,1.1472102120650607,1.2193951769032623,High Quality,+,-,-,+--,Reinvestor
1121,TECHM,Mar 2024,6376.0,-1318.0,-4767.0,291,1209,51996,47489,4506.0,9,927,392,1817,3224,26,2397,24,150,5058.0,112.2503328894807,2.5348103700284637,2.6599916562369628,1.5447252871201116,High Quality,+,-,-,+--,Reinvestor
1122,TITAN,Mar 2013,553.0,-142.0,-236.0,176,1211,10123,9109,1014.0,10,99,51,56,1006,28,725,8,26,411.0,40.532544378698226,1.402746221475847,0.7627586206896552,0.7627586206896552,Moderate,+,-,-,+--,Reinvestor
