company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,return_on_equity_pct_score,interest_coverage_score,asset_turnover_score,dividend_payout_ratio_score,debt_to_equity_score,overall_score,company_rank
DIVISLAB,Mar 2022,25.2387448840382,0.0003410641200545,1942.5,0.6706586826347305,0.9121621621621622,5.897562970317697,69.73313874700303,0.1894721911170596,28.43327702702702,99.99989745326215,40.85066967774539,39.0
BAJAJ-AUTO,Mar 2020,24.06056689133044,0.0058166374296002,1703.0,1.1285929837797055,1.2854950115118955,5.891355666967982,67.23652663400395,0.31884621947487063,28.443176004093107,99.99825112886813,40.37763113068161,40.0
BAJAJ-AUTO,Mar 2020,24.06056689133044,0.0058166374296002,1703.0,1.1285929837797055,1.2854950115118955,5.891355666967982,67.23652663400395,0.31884621947487063,28.443176004093107,99.99825112886813,40.37763113068161,40.0
TRENT,Mar 2014,-1.917255297679112,0.3350151362260343,-0.3846153846153846,1.2050619834710743,657.8947368421052,5.754489910104276,49.47998941535896,0.34044997903127167,45.85326953748006,99.89927199218151,40.26549416683122,41.0
INFY,Mar 2014,23.92993487536492,0.0,1487.7777777777778,0.8800512586455078,0.319069069069069,5.89066742414279,64.99299257560489,0.2486290636182028,28.417551073801068,100.0,39.909968027433386,42.0
DIVISLAB,Mar 2021,21.34480903711673,0.0005379236148466,1433.5,0.6470151332281125,1.3608870967741935,5.8770475293777285,64.42718649014907,0.18279249661991662,28.445175036656885,99.99983826410146,39.78640796338101,43.0
CHOLAFIN,Mar 2019,19.281572164948454,8.145457474226804,1632.0,0.123638893720647,0.6683375104427736,5.8661772387874,66.49640362764517,0.03493003625705555,28.426811979443556,97.55092944936221,39.67505046629908,44.0
INDIGO,Mar 2023,-40.7979407979408,0.0154440154440154,33.49126484975542,51.26741996233522,-0.0,5.54964462285674,49.83312065933239,14.48389567554836,28.4090909090909,99.99535649366199,39.654221672098075,45.0
NAUKRI,Mar 2017,-2.701005025125628,0.0006281407035175,-2.25,0.4325377496346809,534.8837209302326,5.750360676373356,49.460544146773685,0.12219908171793659,42.59161381254405,99.99981113879687,39.584905771241175,46.0
BAJAJ-AUTO,Mar 2019,21.21120819523953,0.0053802780527697,1299.5,1.0528542692654506,0.7102272727272727,5.876343645110291,63.03033461899301,0.29744877758232874,28.42792269283746,99.99838232774833,39.52608641245429,47.0
BAJAJ-AUTO,Mar 2019,21.21120819523953,0.0053802780527697,1299.5,1.0528542692654506,0.7102272727272727,5.876343645110291,63.03033461899301,0.29744877758232874,28.42792269283746,99.99838232774833,39.52608641245429,47.0
INFY,Mar 2015,24.385052034058656,0.0,1240.25,0.804341595136448,0.4445522146783058,5.893065236936065,62.412696758052746,0.22723982911602353,28.420878278419494,100.0,39.39077602050487,48.0
DIVISLAB,Mar 2023,14.286833241951909,0.000313307746534,1185.0,0.5384402079722703,2.4122807017543857,5.839862149013563,61.836755967893254,0.1521182810744217,28.473052897394997,99.99990579868869,39.260339018812985,49.0
LT,Mar 2013,395.1456310679612,0.174757281553398,2.4545454545454546,31.969931271477662,0.4158004158004158,7.846440192522984,49.509585587976076,9.032035347804186,28.42011592011592,99.94745624624323,38.95112665893248,50.0
TCS,Mar 2017,30.571600900085837,0.0033521237850001,1009.71875,1.152765969921726,0.1327920476533748,5.925659450829843,60.00957729594496,0.3256754886228934,28.412611910354435,99.99899212687932,38.93450325452629,51.0
LT,Mar 2014,303.41614906832297,0.0683229813664596,2.169079149984601,31.90322580645161,0.5527123848515866,7.363157764563809,49.50660981079938,9.013189948579178,28.423746161719542,99.97945753174382,38.85723224348114,52.0
LT,Mar 2016,216.0941176470588,0.0258823529411764,2.2446731410349328,32.23525661459993,0.8710801393728222,6.9030962615482085,49.50739782279823,9.106994153858505,28.432187730968216,99.99221802967237,38.78837879976911,53.0
TCS,Mar 2016,34.2441467807294,0.0034472084646555,929.6060606060606,1.23054444960415,0.1438080368148574,5.945008485091216,59.17446117592058,0.34764919797574595,28.41290400097614,99.99896353805057,38.775797279602855,54.0
LT,Mar 2015,245.11352418558735,0.1076011846001974,2.1585466556564823,30.869375419744795,0.644381796214257,7.055986792968954,49.506500017259,8.721110082726987,28.426176790051127,99.96764787082225,38.73548431076566,55.0
BAJFINANCE,Mar 2020,16.283098243009157,4.015280871071517,1017.6666666666666,0.1604345736688748,0.208966565349544,5.850379594174376,60.09242850689739,0.045325425571995495,28.41463168923275,98.79273740425316,38.639100524025935,56.0
EICHERMOT,Mar 2016,36.627429509991785,0.0062961949082945,845.0,1.2498481473982588,1.4947683109118086,5.957564956999731,58.29250495152716,0.3531028124780477,28.448724917334772,99.9981069417427,38.61000091601648,57.0
ICICIGI,Mar 2021,19.38412949072246,0.063824187393078,840.8333333333334,0.3094559519568426,1.6972165648336728,5.8667175683774575,58.249070502797174,0.08742643432443668,28.454092863461494,99.9808101707906,38.52762350795024,58.0
NAUKRI,Mar 2023,-0.522466039707419,0.0080609046126287,19.33333333333333,0.1408332332813062,325.7142857142857,5.761838443251848,49.685534591194966,0.039787722104900156,37.04545454545454,99.99757635170758,38.50603833074276,59.0
TRENT,Mar 2013,-2.1933387489845653,0.2786352558895207,0.1724137931034483,0.965142598460842,322.22222222222223,5.753035347429793,49.48579603662153,0.2726687771376931,36.95286195286195,99.9162235636577,38.476117135541735,60.0
ICICIPRULI,Mar 2015,31.14909781576448,0.0,762.7441860465116,0.3403942103443165,3.109756097560976,5.9287020289134,57.43504832738988,0.096167004986985,28.491546563192895,100.0,38.39029278489663,61.0
BAJAJHLDNG,Mar 2024,13.576787656460263,0.0011613545449517,781.0,0.0261199183560718,0.2715546503733876,5.83612123009592,57.62535181903471,0.007379309760489697,28.416291221790196,99.99965081897194,38.376958879930655,62.0
LT,Mar 2017,206.2977099236641,0.0,2.4337384682969687,24.748019017432647,0.3391921060746222,6.851483283837739,49.50936869038149,6.991725464014439,28.418084639176218,100.0,38.35413241548198,63.0
